,TicketID,Summary,unclean,Top2Grams,Top3Grams,Top4Grams,Automation Category
1079,857700,day can not access wipro mail need important message not able access -PRON- would like new password big problem httpsgatewaywi,"Hi there,   There are some days that I cannot access my Wipro mail and I really need to take some important messages from there.   I am not being able to access so I´d like a new password.   The big problem is that when I go to the https://gateway.wi",not able,not able access,add laptop wipro domain,
1080,1077001,yuvarani transfer ticket noc proxy bypassing issue bat odc early,Hi Yuvarani - Please transfer this ticket to NOC team for proxy bypassing issue in BAT ODC at the earliest - Thanks,transfer ticket,noc proxy bypassing,need add mac address,
1081,929886,,"Hi,",No Pattern,No Pattern,need add mac address,
1082,1006886,wifi fully hrs bother come escalate client meeting bank raj,"Hi,   WIFI is fully down since 48Hrs and no one is bothered to come, please escalate , we have an client meeting in the bank  Thanks Raj.",fully hrs,hrs bother come,ne add portugal wlc,
1083,1001238,not able install citrix access customer application remotely work laptop rebuild stop work week needful asap impact work regard venu,"Hi,  I am not able to install Citrix to access customer applications remotely. It used to work before the laptop rebuild and stopped working from last week. Please do the needful ASAP. It is impacting  my work .   Regards Venu",not able,application remotely work,need add pst file,
1084,867567,unable access wipro sap coe system like enable port order access coe system desktop pl find detail enable port port target ip source ip,"Hi, I am unable to access Wipro SAP COE system. I would like to enable the port in order to access COE system in my desktop. Pl find below details to enable the port. Port no - 3200,3300,3600,3900 Target IP - 10.201.103.247 Source IP - 10.187.252.62",source ip,ip source ip,need add pst file,
1085,842363,want access savigent server public networkso irmc approval attach screenshot savigent server detail approval manager,"Hi, I want to access the savigent server which is a public network.So, Please get IRMC approval. I have attached the screenshot of the savigent server details along with  the approval from manager.",server detail,server detail approval,need add pst file,
1086,842335,ne remove tape frpm td tp need add will will tp,"Hi, Need to remove the tape FRPM TD TP A00016 , and need to add LL0750 AND LL0752 in TP...",need add,will will tp,need add pst file,
1087,801684,outlook problem,"Hi, Outlook Problem..",outlook problem,No Pattern,need add pst file,
1088,801665,assist not reimbursement,"Hi, Please assist as this is not regarding reimbursement",assist not,assist not reimbursement,need add pst file,
1089,795087,assiston manager correct allocation,"hi, Please assiston the manager correct allocation",assiston manager,manager correct allocation,need add pst file,
1090,1111322,route concern,"Hi, Please route this to the concerned team",route concern,No Pattern,need add pst file,
1091,1023748,route concern,"Hi, Route this to the concerned team",route concern,No Pattern,need add pst file,
1092,1088725,user unable access helpline raise ticket central local img fme check not enable needfull,"hi, this user is unable to access the helpline to raise a ticket to central team, local IMG FME has checked with that it is not enabled for him so please do the needfull.",access helpline,user unable access,need add pst file,
1093,942064,network connectivity issue samt prod server bangalore location need attention address,"Hi, We have network connectivity issue with SAMT Prod server from Bangalore location and needs your attention to address this.",connectivity issue,location need attention,would debug list uninstall,
1094,1000157,hiplease assist employee queryregard,"Hi,Please assist the employee as per his query.Regards,",employee queryregard,assist employee queryregard,would ou min unlock,
1095,641776,hiplease assist employee queryregard,"Hi,Please assist the employee as per his query.Regards,",employee queryregard,assist employee queryregard,add user wipro domain,
1096,1122279,hiwe not concern change route correct,"Hi,We are not the concerned team to make changes. Please route it to correct team.",not concern,hiwe not concern,add user wipro domain,
1097,20323,high cpu utilization,High CPU utilization,cpu utilization,high cpu utilization,schwab wifi segment router,
1098,738103,high cpu utilization,High CPU utilization,cpu utilization,high cpu utilization,need allocate ip segment,
1099,957788,high cpu utilization mention device,High CPU utilization for the below mentioned device,mention device,high cpu utilization,access allow ec pasa,
1100,1137525,high cpu utilization,High CPU Utilization.,cpu utilization,high cpu utilization,allow access ec internet,
1101,1099366,high cpu utilization,High CPU Utilization.,cpu utilization,high cpu utilization,need allow access walmart,
1102,985456,high latency peer ip,High Latency towards Peer ip's,high latency,high latency peer,allow destination access vpn,
1103,20785,high latency destinationpdc raise tt isp,High latency towards the destination.PDC raise a TT# with ISP,high latency,latency destinationpdc raise,scanner ip citi device,
1104,821462,high latency yvw citirx ip,High latency towards YVW Citirx IP,high latency,latency yvw citirx,allow wipro backbone server,
1105,950732,high utilization,High utilization.,high utilization,No Pattern,bind mac address schwab,
1106,883002,hinge problem,Hinges Problem,hinge problem,No Pattern,bind mac address schwab,
1107,855297,hiremat password issue,Hiremat - password issue,password issue,hiremat password issue,bind mac address schwab,
1108,580082,hiteam kindly look,Hi-team kindly look into this,kindly look,hiteam kindly look,bind mac address schwab,
1109,20697,hmala password issue,hmala--  password issue,password issue,hmala password issue,bind mac address schwab,
1110,957190,home drive,Home drive,home drive,No Pattern,bind mac address schwab,
1111,957410,host dubaidic wipromaniafg,Host Name 1.Dubai-DIC (10.100.134.3)  2.WIP_ROMANIA_FG (10.120.224.82),host dubaidic,host dubaidic wipromaniafg,bind mac address schwab,
1112,776125,hostname change request laptop,Hostname change request on laptop,request laptop,change request laptop,bind mac address schwab,
1113,803226,cpu alert,Hostname:::EC4-S2-C6506-SEC-L3  10.209.2.3) cpu alert,cpu alert,No Pattern,need bit lokcer encryption,
1114,994784,,Hostname:::WBPO-KENSINGTON-C4506-L2-SW3,No Pattern,No Pattern,,
1115,748627,cpu alert,Hostname:::WT-EC4-S2-4B-HARMAN-SW1 CPU Alert,cpu alert,No Pattern,,
1116,15549,cpu alert,Hostname:::WT-EC4-S2-4B-Harman-SW2 CPU Alert,cpu alert,No Pattern,,
1117,19412,,Hostname:::WT-PRITECH-CITI-5FB-SW2  ( 10.109.0.35) is  down,No Pattern,No Pattern,,
1118,780433,not reachable,Hostname:::WT-PRITECH-CITI-5FB-SW2 not reachable.,not reachable,No Pattern,,
1119,1059214,,Hostname:::WT-PRITECHPARK-C2960-6FB-SW1,No Pattern,No Pattern,,
1120,983835,change password migration,How to change the password after migration to O365,change password,change password migration,,
1121,817121,disable da,How to disable DA,disable da,No Pattern,,
1122,971348,hp laptop adaptor lose case,Hp laptop Adaptor lost case,lose case,adaptor lose case,,
1123,804350,,http://cf1.wipro.com/cf1admin,No Pattern,No Pattern,,
1124,738622,,http://helpline.wipro.com/Images/Look_UP.jpg,No Pattern,No Pattern,,
1125,15662,,http://helpline.wipro.com/Images/Look_UP.jpg,No Pattern,No Pattern,,
1126,773220,,http://helpline1.wipro.com/Images/Look_UP.jpg,No Pattern,No Pattern,,
1127,1087380,,http://helpline1.wipro.com/Images/Look_UP.jpg,No Pattern,No Pattern,,
1128,652945,,http://helpline1.wipro.com/Images/Look_UP.jpg,No Pattern,No Pattern,,
1129,1031987,,http://helpline1.wipro.com/Images/Look_UP.jpg,No Pattern,No Pattern,,
1130,715462,hub room audit ntc room,HUB Room Audit For NTC Room,ntc room,audit ntc room,,
1131,1112058,huge firewall deny traffic internal source multiple remote destination,Huge  Firewall Denied traffic from the internal source: 10.208.211.250 towards Multiple remote Destinations.,firewall deny,firewall deny traffic,,
1132,834085,huge firewall deny traffic internal source multiple remote destination,Huge Firewall Denied traffic from the internal source: 10.208.209.114 towards Multiple remote Destinations.,firewall deny,firewall deny traffic,,
1133,963454,huge latency packet lose shanghai location,Huge Latency and packet lose towards Shanghai location,huge latency,lose shanghai location,,
1134,498264,huge latency dana peer ip,Huge Latency for DANA Peer IP,huge latency,latency dana peer,,
1135,882394,hwaghmpassword issue,Hwaghm=password issue,hwaghmpassword issue,No Pattern,,
1136,19127,hyderabad host router inwilahydr inwilahydr,"HYderabad HOST NAME OF ROUTER: INWILAHYD0004R, INWILAHYD0005R",router inwilahydr,hyderabad host router,,
1137,14551,hyper link not work,hyper link is not working,not work,link not work,,
1138,743622,hyperv base server os upgrade activity ukparexhv,Hyper-V base server OS upgrade activity -UK-PAR-EXHV01,base server,server os upgrade,,
1139,935428,able connect connect vpn can not open website solve issue,i am able to connect to connect to vpn ..but i cant open any website please solve this issue,not open,can not open,,
1140,527001,vietnam number,I am in Vietnam. My number +84 936121404,vietnam number,No Pattern,,
1141,595189,vietnam number,I am in Vietnam. My number +84 936121404,vietnam number,No Pattern,,
1142,578294,raise behalf user idcrp,i am raising on behalf of the user ID(crp),raise behalf,behalf user idcrp,,
1143,640881,belong mqlean not right ticket allocate,"I belong to MQ-Lean 2.0 Team, this is not the right ticket allocated to me.",not right,belong mqlean not,,
1144,679996,buy new laptop configure laptop,I bought a new laptop please configure my laptop,new laptop,new laptop configure,,
1145,851863,laptop desktop sap po not work,I have a laptop and desktop where SAP PO is not working. http://vichpod01:54000/rep/start/index.jsp;,not work,sap po not,,
1146,805748,complete mandatory wipro training not reflect psp,I have completed mandatory MY WIPRO training but not reflecting in PSP.,not reflect,training not reflect,,
1147,483564,hardware issue laptop,I have hardware issue on laptop,hardware issue,hardware issue laptop,,
1148,598495,need new vlan storage device,I NEED NEW VLAN FOR STORAGE DEVICE,need new,vlan storage device,,
1149,469471,raise behalf userab,i raised  in behalf of user(AB912389),raise behalf,raise behalf userab,,
1150,1173629,raise behalf userna,i raised in behalf of  user(NA901683),raise behalf,raise behalf userna,,
1151,21240,raise behalf useragoyal,i raised in behalf of user(agoyal95),raise behalf,raise behalf useragoyal,,
1152,1038525,raise behalf userga,i raised in behalf of user(GA306960),raise behalf,raise behalf userga,,
1153,687172,raise behalf userga,i raised in behalf of user(GA842254),raise behalf,raise behalf userga,,
1154,749540,raise behalf usergsaha,i raised in behalf of user(gsaha0),raise behalf,raise behalf usergsaha,,
1155,966806,raise behalf userhhaide,i raised in behalf of user(hhaide),raise behalf,raise behalf userhhaide,,
1156,1030174,raise behalf userma,i raised in behalf of user(MA842259),raise behalf,raise behalf userma,,
1157,753547,raise behalf userprt,i raised in behalf of user(PR15477T),raise behalf,raise behalf userprt,,
1158,701834,raise behalf userramcs,i raised in behalf of user(ramcs3),raise behalf,raise behalf userramcs,,
1159,489182,raise behalf userri,I RAISED IN BEHALF OF USER(RI306692),raise behalf,raise behalf userri,,
1160,922065,raise behalf usersa,i raised in behalf of user(SA920466),raise behalf,raise behalf usersa,,
1161,726409,raise behalf usersjain,i raised in behalf of user(sjain150),raise behalf,raise behalf usersjain,,
1162,937539,raise behalf usersshree,i raised in behalf of user(sshree5),raise behalf,raise behalf usersshree,,
1163,937541,raise behalf usersu,i raised in behalf of user(SU527832),raise behalf,raise behalf usersu,,
1164,734831,raise behalf usersu,i raised in behalf of user(SU527832),raise behalf,raise behalf usersu,,
1165,626907,raise behalf usersubhem,i raised in behalf of user(subhem),raise behalf,raise behalf usersubhem,,
1166,961095,raise behalf usertet,i raised in behalf of user(TE15890T),raise behalf,raise behalf usertet,,
1167,975475,raise behlaf userar,i raised in behlaf of user(AR612431),raise behlaf,raise behlaf userar,,
1168,841302,raise behlaf userf,i raised in behlaf of user(F0047932),raise behlaf,raise behlaf userf,,
1169,20316,raise behlaf userremoh,i raised in behlaf of user(remoh),raise behlaf,raise behlaf userremoh,,
1170,701407,raise behlaf usersh,i raised in behlaf of user(SH253327),raise behlaf,raise behlaf usersh,,
1171,736141,want reset password,i want reset my password,reset password,want reset password,,
1172,930194,want reset password user detail,i want reset password : User details,reset password,want reset password,,
1173,846526,want access savigent server public networkso irmc approval attach screenshot savigent server detail approval manager,"I want to access the savigent server which is a public network.So, Please get IRMC approval. I have attached the screenshot of the savigent server details along with  the approval from manager.",server detail,server detail approval,,
1174,736761,want reset ad password not able log wipro portal,i want to reset my ad password because  i am not able to log in any in Wipro portal,not able,not able log,,
1175,1016238,want reset ad password not able log wipro portal,i want to reset my ad password because  i am not able to log in any in Wipro portal,not able,not able log,,
1176,534531,password issue,I0048708= password issue,password issue,No Pattern,,
1177,778702,processor need replace,I3 PROCESSOR NEEDS TO BE REPLACED,need replace,processor need replace,,
1178,542643,icmp access ps ec,ICMP access for PS2 - EC,icmp access,icmp access ps,,
1179,655829,-PRON- would expire,id expired,would expire,No Pattern,,
1180,629138,-PRON- would lock,ID locked,would lock,No Pattern,,
1181,21247,-PRON- would mismatch ectmsrcl,ID Mismatch  in EC3-T8MSR-C4506-L2_ (10.200.253.222),would mismatch,would mismatch ectmsrcl,,
1182,970396,-PRON- would pass system issue,ID Pass system issue.,system issue,would pass system,,
1183,653118,idrac ip not ping,iDRAC IP - not pinging,ip not,ip not ping,,
1184,528846,ie,IE,No Pattern,No Pattern,,
1185,862484,ie upgrade request,IE 11 Upgrade request.,upgrade request,ie upgrade request,,
1186,862510,ie install request,IE 8/9 Install request,ie install,ie install request,,
1187,794420,ie chrome unable install,"ie and chrome , unable to install",unable install,chrome unable install,,
1188,17520,ie application error,IE Application error,ie application,ie application error,,
1189,684228,ie degradation outlook configuration activation,"IE degradation, Outlook configuration and activation.",outlook configuration,degradation outlook configuration,,
1190,722805,ie ask credencial,IE is asking for credencials again and again,ie ask,ie ask credencial,,
1191,683810,ie not work,IE is not working,not work,ie not work,,
1192,646423,ie issue,IE issue,ie issue,No Pattern,,
1193,15138,ie issue,IE Issue,ie issue,No Pattern,,
1194,1035865,ie issue,IE Issue,ie issue,No Pattern,,
1195,778155,ie issue,IE issue,ie issue,No Pattern,,
1196,466927,ie issue,IE issue.,ie issue,No Pattern,,
1197,442740,ie loop,IE loop back,ie loop,No Pattern,,
1198,586947,ie not work,IE not working,not work,ie not work,,
1199,748125,ie setting,IE Settings,ie setting,No Pattern,,
1200,747239,not reach reach number,if not reached then reach another number +44-7776063609,reach reach,reach reach number,,
1201,454600,ifd vlan change st network mpls network,IFDS Vlan changes from STS network to MPLS network.,network mpls,st network mpls,,
1202,463357,-PRON- be sw sh log detail,IM sw - sh logging details,sw sh,sh log detail,,
1203,479044,-PRON- be,IM#784730,No Pattern,No Pattern,,
1204,1106969,-PRON- be,IM#994165,No Pattern,No Pattern,,
1205,495131,-PRON- be,IM#994253,No Pattern,No Pattern,,
1206,927989,-PRON- be password issue,IM272876- password issue,password issue,be password issue,,
1207,19119,img issue,IMG issue.,img issue,No Pattern,,
1208,897378,img ntc room floor wing switch coimbatore location,IMG NTC Room and First floor A and B wing switchs are down in coimbatore location,floor wing,room floor wing,,
1209,15918,cdc awe fw takeda account face network issue,"In CDC-7, A-Wing and F-Wing Takeda Account facing Network Issue.",network issue,face network issue,,
1210,803916,fortigate need add static route reverse route towrd port,In Fortigate need to add static route (Reverse route) towrds port 6,need add,add static route,,
1211,892544,hdc apple cs application not work,In HDC Apple C2S applications are not working.,not work,application not work,,
1212,15436,kochi location user face network issue backbone segment mainly,In Kochi location users are facing the network issue for backbone segments 11 and 4 mainly.,user face,face network issue,,
1213,842453,ref,In ref with 514212,No Pattern,No Pattern,,
1214,854157,refe number,In refe with call number 495607,refe number,No Pattern,,
1215,618398,incident -PRON- would,Incident ID 400851,No Pattern,No Pattern,,
1216,1057152,incident work progress,Incident No :1015361 is under Work in Progress,incident work,incident work progress,,
1217,391707,incorrect doj psp sap correct th july,incorrect DOJ in PSP.. in SAP it is correct as 28th july 2014,psp sap,psp sap correct,,
1218,557247,increase bw hca mb mb,increase the BW of HCA from 1MB to 3MB,mb mb,hca mb mb,,
1219,728613,inetrnet issue,Inetrnet issue,inetrnet issue,No Pattern,,
1220,1114774,infected file find,Infected File found,file find,infected file find,,
1221,1025615,ininwpblrr not reachable,ININWPBLR0001R not reachable,not reachable,ininwpblrr not reachable,,
1222,1158842,install java contact number,install java contact number-+18584135793,contact number,install java contact,,
1223,1119652,install software new laptop,install softwares for NEW Laptop,new laptop,install software new,,
1224,1066883,installation sap,Installation of SAP,installation sap,No Pattern,,
1225,1039186,installation standard software,Installation of standard softwares,installation standard,installation standard software,,
1226,1061376,integra project vpn connectivity issue,Integra project VPN connectivity issue.,connectivity issue,vpn connectivity issue,,
1227,1099253,intermittent alert sarjapur location,Intermittent alerts  from Sarjapur 2 location.,sarjapur location,intermittent alert sarjapur,,
1228,18395,intermittent issue gage network ukpark royal,Intermittent issue with GAGE Network at UK-Park Royal,intermittent issue,gage network ukpark,,
1229,1056964,internet,internet,No Pattern,No Pattern,,
1230,818569,internet,internet,No Pattern,No Pattern,,
1231,408235,internet,internet,No Pattern,No Pattern,,
1232,18188,internet,internet,No Pattern,No Pattern,,
1233,601062,internet intranet service ksa not work,internet and intranet services in KSA is not working.,not work,service ksa not,,
1234,852823,internet outlook problem,internet and outlook problem,outlook problem,internet outlook problem,,
1235,571739,internet block,Internet blocked,internet block,No Pattern,,
1236,589479,internet connectivity issue,Internet connectivity issue,connectivity issue,internet connectivity issue,,
1237,17553,internet connectivity issue,Internet connectivity issue,connectivity issue,internet connectivity issue,,
1238,838136,internet connectivity issue,Internet connectivity issue,connectivity issue,internet connectivity issue,,
1239,810822,internet explorer,internet explorer,internet explorer,No Pattern,,
1240,922846,internet explorer,Internet Explorer,internet explorer,No Pattern,,
1241,1072521,internet explorer browser issue,Internet explorer browser Issue,internet explorer,explorer browser issue,,
1242,1076740,internet explorer can not display webpage,Internet Explorer cannot display the webpage,internet explorer,not display webpage,,
1243,764213,internet explorer downgrade,Internet Explorer downgrade.,internet explorer,internet explorer downgrade,,
1244,1133343,internet explorer not work,Internet explorer is not working.,not work,internet explorer not,,
1245,985293,internet explorer issue,Internet Explorer issue,internet explorer,internet explorer issue,,
1246,1177284,internet explorer not open,Internet explorer not opening,internet explorer,internet explorer not,,
1247,591091,internet explorer not work,Internet Explorer not working,not work,internet explorer not,,
1248,577669,internet explorer version update,Internet Explorer version 11 update,internet explorer,explorer version update,,
1249,877021,internet explorer version update,Internet Explorer version 11 update,internet explorer,explorer version update,,
1250,823355,internet not accessible cdc tower nike odc dw check issue resolve asap,"Internet is not accessible in CDC2, Tower 2, NIKE ODC, D-WING. Can you please check the issue and resolve it asap",internet not,odc dw check,,
1251,764955,internet not connect,internet is not connected,internet not,internet not connect,,
1252,832106,internet not work,Internet is not working,not work,internet not work,,
1253,16767,internet not work,internet is not working..,not work,internet not work,,
1254,684857,internet issue,Internet issue,internet issue,No Pattern,,
1255,1052842,internet issue,Internet issue,internet issue,No Pattern,,
1256,19118,internet issue,INTERNET ISSUE,internet issue,No Pattern,,
1257,19117,internet issue,Internet issue,internet issue,No Pattern,,
1258,705445,internet issue,internet issue,internet issue,No Pattern,,
1259,1080434,internet issue,Internet issue,internet issue,No Pattern,,
1260,869069,internet issue,internet issue,internet issue,No Pattern,,
1261,868650,internet issue,Internet issue,internet issue,No Pattern,,
1262,1084450,internet issue,Internet Issue,internet issue,No Pattern,,
1263,1102851,internet issue,Internet Issue,internet issue,No Pattern,,
1264,474709,internet issue,Internet issue,internet issue,No Pattern,,
1265,486630,internet issue un install old anti virus,"internet issue ,  un install the  old anti virus",internet issue,un install old,,
1266,599744,internet issue unable login gateway,Internet issue. Unable to login to gateway also.,internet issue,internet issue unable,,
1267,818416,internet lan issue,internet LAN issue,lan issue,internet lan issue,,
1268,794311,internet link issue,internet Link issue,link issue,internet link issue,,
1269,743538,internet not connect,internet not connected,internet not,internet not connect,,
1270,680299,internet not work,internet not working,not work,internet not work,,
1271,440515,internet not work,internet not working,not work,internet not work,,
1272,901729,internet not work,internet not working,not work,internet not work,,
1273,730670,internet not work,internet not working,not work,internet not work,,
1274,763425,internet not work,internet not working,not work,internet not work,,
1275,497556,internet not work,internet not working,not work,internet not work,,
1276,697424,internet not work,internet not working,not work,internet not work,,
1277,19679,internet not work,internet not working,not work,internet not work,,
1278,917060,internet not work,internet not working,not work,internet not work,,
1279,980269,internet not work,internet not working,not work,internet not work,,
1280,1065202,internet problem,Internet Problem,internet problem,No Pattern,,
1281,1028263,internet problem,internet problem,internet problem,No Pattern,,
1282,983100,internet problem blue coat agent blocking,Internet Problem -  Blue Coat Agent Blocking,internet problem,internet problem blue,,
1283,1028339,internet site not work,internet site is not working,not work,internet site not,,
1284,538108,internet slowness peel park,Internet slowness at Peel Park,peel park,internet slowness peel,,
1285,506800,internet slowness peel park,Internet slowness at Peel Park,peel park,internet slowness peel,,
1286,962495,internet speed low,Internet speed is low,internet speed,internet speed low,,
1287,1181025,internet traffic shift primary seconday hyd,Internet traffic shifting from primary to seconday on HYD,shift primary,traffic shift primary,,
1288,1128328,internet slow,Internet very slow,internet slow,No Pattern,,
1289,1126549,intranet laptop need access wipro intranet server access remotely intranet server important practice training material need access work travel customer place week wh,Intranet Laptop: Hi I need access to one of the Wipro intranet Server to be accessed from remotely. The Intranet server has my important practice training materials and I need to access them for work. I am travelling to customer place next week.   Wh,laptop need,place week wh,,
1290,863631,intranet site not able access renne location,intranet sites not able to access from Rennes location,not able,not able access,,
1291,946350,ios upgradation bp odc router,IOS upgradation of BP ODC routers.,ios upgradation,ios upgradation bp,,
1292,1121438,ios upgradation charle schwab odc switch ec,IOS upgradation on Charles schwab ODC L2 switch @ EC,schwab odc,charle schwab odc,,
1293,440773,ios upgrade limitation,IOS upgrade - Limitation,ios upgrade,ios upgrade limitation,,
1294,1095549,ip location server segment validation,IP - location / Server segment validation,location server,ip location server,,
1295,739865,ip location mapping,IP - location mapping,ip location,ip location mapping,,
1296,941926,ip mac ceeb,IP : 192.168.185.18 Mac  : 00-C0-EE-50-B6-64,ip mac,ip mac ceeb,,
1297,530633,ip access issue,IP access issues,access issue,ip access issue,,
1298,695668,ip address mac address fd location tower st floor bw ec new ip address assign raise service ticket resolve early,"IP Address          : 10.201.32.53 Mac address      : 24 B6 FD F5 4F 80 Location               : Tower 11, 1st Floor, B-wing, EC-4   New IP Address to be assigned : 10.188.11.210   Please raise the service ticket and resolve this at the earliest. In",mac address,address mac address,,
1299,715703,ip detail require,Ip details required,detail require,ip detail require,,
1300,940240,ip not ping,IP is not Pinging,ip not,ip not ping,,
1301,493288,ip not ping,IP is not Pinging,ip not,ip not ping,,
1302,644678,ip not ping,IP is not pinging,ip not,ip not ping,,
1303,493206,ip pool request ec segment,IP pool request from EC segment,ip pool,pool request ec,,
1304,469469,ip reservation,IP RESERVATION,ip reservation,No Pattern,,
1305,14794,ip reservation printer,IP reservation for printer,ip reservation,ip reservation printer,,
1306,834976,ip reservation,ip reservation.,ip reservation,No Pattern,,
1307,21176,ip reservation,IP reservation...,ip reservation,No Pattern,,
1308,910788,ip segment bat ss cdc,IP segment for -BAT S2S in CDC,ip segment,ip segment bat,,
1309,18012,ipaddress,IPAddress:        10.102.10.50,No Pattern,No Pattern,,
1310,912578,ip send log syslog server not present list,IPs  which are sending logs to syslog server but are not present in our list.,server not,send log syslog,,
1311,912613,irc connection blacklist ip dmz ip,IRC Connection from Blacklisted IP to DMZ IP,irc connection,irc connection blacklist,,
1312,1032456,irc connection,IRC Connections,irc connection,No Pattern,,
1313,1004797,irmc checklist,IRMC Checklist,irmc checklist,No Pattern,,
1314,1033978,irmc checklist,IRMC Checklist,irmc checklist,No Pattern,,
1315,1012141,irmc checklist,IRMC Checklist,irmc checklist,No Pattern,,
1316,744696,irmc checklist,IRMC Checklist,irmc checklist,No Pattern,,
1317,1165832,engage,Is Engage Down,No Pattern,No Pattern,,
1318,1042658,isd call not connect authcode,ISD calls not connecting with authcode.,not connect,isd call not,,
1319,736780,issue access email laptop,Issue accessing email on Laptop,issue access,issue access email,,
1320,17634,issue access,Issue accessing https://partners.hubtotal.net/,issue access,No Pattern,,
1321,792718,issue access new wipro site,Issue accessing new my wipro site,issue access,new wipro site,,
1322,796497,issue resolve user close transfer voilat,issue has been resolved for the user u can close the call or transfer the call to who voilated,issue resolve,close transfer voilat,,
1323,796399,issue change password phone number office,Issue in changing password and phone number in office365,change password,issue change password,,
1324,794812,issue client vdi not route ticket connect support wipro vdi appropriate action client vdi issue,"Issue is with Client VDI. Please do not route the ticket to ""My Connect"" team as we only support Wipro VDI. Please take appropriate action. This is client VDI issue.",wipro vdi,client vdi not,,
1325,739102,issue enter profile,Issue to enter profile,enter profile,issue enter profile,,
1326,739023,issue tracker,Issue tracker,issue tracker,No Pattern,,
1327,903327,issue access helpline mywipro,Issue with accessing helpline from mywipro,issue access,issue access helpline,,
1328,703241,issue da,Issue with DA,issue da,No Pattern,,
1329,820793,issue da,Issue with DA,issue da,No Pattern,,
1330,740684,issue da,Issue with DA,issue da,No Pattern,,
1331,703279,issue ie,Issue with IE,issue ie,No Pattern,,
1332,796315,issue latency ir switch,Issue with latency between IR and UP switch,latency ir,latency ir switch,,
1333,812149,issue loop ip address,Issue with Loop back IP address,ip address,loop ip address,,
1334,427389,issue loop ip address ne remove,Issue with Loop back IP address need to remove,ip address,loop ip address,,
1335,16525,issue lync asking password,Issue with Lync keep on asking password,asking password,issue lync asking,,
1336,739931,issue mywipro,issue with mywipro,issue mywipro,No Pattern,,
1337,1074730,issue,Issue with O365,No Pattern,No Pattern,,
1338,554808,issue proxy setting,Issue with proxy settings,proxy setting,issue proxy setting,,
1339,848284,issue mcafee,Issue with the McAfee,issue mcafee,No Pattern,,
1340,945906,issue voip,Issue with VOIP,issue voip,No Pattern,,
1341,881939,issue sendreceive email office,issues in SEND/RECEIVE of the e-mails via Office365,issue sendreceive,issue sendreceive email,,
1342,1061686,issue sound website,Issues with sound on websites.,sound website,issue sound website,,
1343,1066294,laptop,It is laptop call,No Pattern,No Pattern,,
1344,1161721,issue,IT Issue,No Pattern,No Pattern,,
1345,743796,itac work slow -PRON- be ticket,ITAC working very slow #IM 74958 ticket #1139712,work slow,itac work slow,,
1346,767554,itl tranig vedio not work,ITL tranig vedio not working,not work,vedio not work,,
1347,1183831,itms issue,Itms issue,itms issue,No Pattern,,
1348,832089,itms issue,ITMS issue,itms issue,No Pattern,,
1349,927007,itms issue,ITMS issue,itms issue,No Pattern,,
1350,857589,itms issue,ITMS ISSUE,itms issue,No Pattern,,
1351,838844,itms issue,ITMS issue.,itms issue,No Pattern,,
1352,749766,itms issue,ITMS issue.,itms issue,No Pattern,,
1353,727980,itms login issue,ITMS LOGIN ISSUE,login issue,itms login issue,,
1354,754866,itms not work,ITMS not working,not work,itms not work,,
1355,714439,itram,ITRAMS,No Pattern,No Pattern,,
1356,1132252,not related wipro vdi,its not related to wipro VDI.,wipro vdi,not related wipro,,
1357,1137579,pwbs,its to be done in PWBS,No Pattern,No Pattern,,
1358,920099,japassword issue,ja245888=password issue,japassword issue,No Pattern,,
1359,737772,ja password issue,JA742349= password issue,password issue,ja password issue,,
1360,748697,japan secondary ipsi,Japan secondary IPSI has down,secondary ipsi,japan secondary ipsi,,
1361,727560,japatr password issue,Japatr= password issue,password issue,japatr password issue,,
1362,1087710,java,Java,No Pattern,No Pattern,,
1363,1087785,java,java,No Pattern,No Pattern,,
1364,1087698,java error internet explorer,Java error on Internet Explorer.,internet explorer,error internet explorer,,
1365,1087779,java installation,Java installation,java installation,No Pattern,,
1366,573594,java issue,JAVA ISSUE,java issue,No Pattern,,
1367,939254,java issue,java issue,java issue,No Pattern,,
1368,1109356,java software installation,Java software installation,java software,java software installation,,
1369,959322,java update,Java update,java update,No Pattern,,
1370,954636,java update,java update,java update,No Pattern,,
1371,843066,javaadobe,Java/Adobe,No Pattern,No Pattern,,
1372,1087824,jc penney router not able login tacacs,JC Penney router not able to login through tacacs.,not able,not able login,,
1373,495594,jci tunnel,"JCI tunnel down,",jci tunnel,No Pattern,,
1374,502139,outlook issue,jin.yunlong@wipro.com- outlook issue,outlook issue,No Pattern,,
1375,502138,virus issue,jitendra.kanoujia@wipro.com-a.v virus issue,virus issue,No Pattern,,
1376,1179634,jjacob password issue,jjacob3- password issue,password issue,jjacob password issue,,
1377,848807,jopassword issue,JO302704=password issue,jopassword issue,No Pattern,,
1378,1012915,jo direct access issue,JO305715= direct access issue,direct access,direct access issue,,
1379,848821,john hancock,John Hancock,john hancock,No Pattern,,
1380,1108300,john have issue lanwlan,John having issue with LAN/WLAN,have issue,john have issue,,
1381,1115834,join webe hyper quality tunnel issue,Joined the Webes call for hyper quality tunnel issue,quality tunnel,webe hyper quality,,
1382,999152,issue,jose.garcia2@wipro.com-PW ISSUE,No Pattern,No Pattern,,
1383,393418,jpnokndc jpnoknhv,JPN-OKN-DC01 & JPN-OKN-HV01,jpnokndc jpnoknhv,No Pattern,,
