,TicketID,Summary,unclean,Top1Grams,Top2Grams,Top3Grams,Top4Grams,Automation Category
1285,506800,internet slowness peel park,Internet slowness at Peel Park,internet,peel park,slowness peel park,internet slowness peel park,Need Manual Analysis
1286,962495,internet speed low,Internet speed is low,internet,internet speed,internet speed low,No Pattern,Need Manual Analysis
1287,1181025,internet traffic shift primary seconday hyd,Internet traffic shifting from primary to seconday on HYD,internet,shift primary,traffic shift primary,internet traffic shift primary,Need Manual Analysis
1288,1128328,internet slow,Internet very slow,internet,internet slow,No Pattern,No Pattern,Likely Automatable
1289,1126549,intranet laptop need access wipro intranet server access remotely intranet server important practice training material need access work travel customer place week wh,Intranet Laptop: Hi I need access to one of the Wipro intranet Server to be accessed from remotely. The Intranet server has my important practice training materials and I need to access them for work. I am travelling to customer place next week.   Wh,need,laptop need,need access wipro,need access wipro intranet,Need Manual Analysis
1290,863631,intranet site not able access renne location,intranet sites not able to access from Rennes location,not,not able,not able access,site not able access,Need Manual Analysis
1291,946350,ios upgradation bp odc router,IOS upgradation of BP ODC routers.,odc,ios upgradation,ios upgradation bp,upgradation bp odc router,Need Manual Analysis
1292,1121438,ios upgradation charle schwab odc switch ec,IOS upgradation on Charles schwab ODC L2 switch @ EC,switch,schwab odc,charle schwab odc,ios upgradation charle schwab,Need Manual Analysis
1293,440773,ios upgrade limitation,IOS upgrade - Limitation,upgrade,upgrade limitation,ios upgrade limitation,No Pattern,Service Improvement
1294,1095549,ip location server segment validation,IP - location / Server segment validation,ip,location server,ip location server,location server segment validation,Need Manual Analysis
1295,739865,ip location mapping,IP - location mapping,ip,ip location,ip location mapping,No Pattern,Need Manual Analysis
1296,941926,ip mac ceeb,IP : 192.168.185.18 Mac  : 00-C0-EE-50-B6-64,ip,ip mac,ip mac ceeb,No Pattern,Need Manual Analysis
1297,530633,ip access issue,IP access issues,issue,access issue,ip access issue,No Pattern,Need Manual Analysis
1298,695668,ip address mac address fd location tower st floor bw ec new ip address assign raise service ticket resolve early,"IP Address          : 10.201.32.53 Mac address      : 24 B6 FD F5 4F 80 Location               : Tower 11, 1st Floor, B-wing, EC-4   New IP Address to be assigned : 10.188.11.210   Please raise the service ticket and resolve this at the earliest. In",ip,mac address,ip address mac,ip address mac address,Need Manual Analysis
1299,715703,ip detail require,Ip details required,ip,detail require,ip detail require,No Pattern,Need Manual Analysis
1300,940240,ip not ping,IP is not Pinging,not,ip not,ip not ping,No Pattern,Need Manual Analysis
1301,493288,ip not ping,IP is not Pinging,not,ip not,ip not ping,No Pattern,Need Manual Analysis
1302,644678,ip not ping,IP is not pinging,not,ip not,ip not ping,No Pattern,Need Manual Analysis
1303,493206,ip pool request ec segment,IP pool request from EC segment,ip,ip pool,pool request ec,ip pool request ec,Need Manual Analysis
1304,469469,ip reservation,IP RESERVATION,ip,ip reservation,No Pattern,No Pattern,Need Manual Analysis
1305,14794,ip reservation printer,IP reservation for printer,ip,ip reservation,ip reservation printer,No Pattern,Need Manual Analysis
1306,834976,ip reservation,ip reservation.,ip,ip reservation,No Pattern,No Pattern,Need Manual Analysis
1307,21176,ip reservation,IP reservation...,ip,ip reservation,No Pattern,No Pattern,Need Manual Analysis
1308,910788,ip segment bat ss cdc,IP segment for -BAT S2S in CDC,ip,ip segment,ip segment bat,ip segment bat ss,Need Manual Analysis
1309,18012,ipaddress,IPAddress:        10.102.10.50,ipaddress,No Pattern,No Pattern,No Pattern,Need Manual Analysis
1310,912578,ip send log syslog server not present list,IPs  which are sending logs to syslog server but are not present in our list.,not,server not,server not present,ip send log syslog,Need Manual Analysis
1311,912613,irc connection blacklist ip dmz ip,IRC Connection from Blacklisted IP to DMZ IP,ip,irc connection,irc connection blacklist,connection blacklist ip dmz,Need Manual Analysis
1312,1032456,irc connection,IRC Connections,connection,irc connection,No Pattern,No Pattern,Need Manual Analysis
1313,1004797,irmc checklist,IRMC Checklist,checklist,irmc checklist,No Pattern,No Pattern,Need Manual Analysis
1314,1033978,irmc checklist,IRMC Checklist,checklist,irmc checklist,No Pattern,No Pattern,Need Manual Analysis
1315,1012141,irmc checklist,IRMC Checklist,checklist,irmc checklist,No Pattern,No Pattern,Need Manual Analysis
1316,744696,irmc checklist,IRMC Checklist,checklist,irmc checklist,No Pattern,No Pattern,Need Manual Analysis
1317,1165832,engage,Is Engage Down,engage,No Pattern,No Pattern,No Pattern,Need Manual Analysis
1318,1042658,isd call not connect authcode,ISD calls not connecting with authcode.,not,not connect,not connect authcode,call not connect authcode,Evaluate for Automation
1319,736780,issue access email laptop,Issue accessing email on Laptop,issue,issue access,access email laptop,issue access email laptop,Need Manual Analysis
1320,17634,issue access,Issue accessing https://partners.hubtotal.net/,issue,issue access,No Pattern,No Pattern,Need Manual Analysis
1321,792718,issue access new wipro site,Issue accessing new my wipro site,issue,issue access,access new wipro,access new wipro site,Need Manual Analysis
1322,796497,issue resolve user close transfer voilat,issue has been resolved for the user u can close the call or transfer the call to who voilated,issue,issue resolve,resolve user close,issue resolve user close,Need Manual Analysis
1323,796399,issue change password phone number office,Issue in changing password and phone number in office365,issue,change password,password phone number,issue change password phone,Need Manual Analysis
1324,794812,issue client vdi not route ticket connect support wipro vdi appropriate action client vdi issue,"Issue is with Client VDI. Please do not route the ticket to ""My Connect"" team as we only support Wipro VDI. Please take appropriate action. This is client VDI issue.",issue,wipro vdi,appropriate action client,connect support wipro vdi,Need Manual Analysis
1325,739102,issue enter profile,Issue to enter profile,issue,issue enter,issue enter profile,No Pattern,Need Manual Analysis
1326,739023,issue tracker,Issue tracker,issue,issue tracker,No Pattern,No Pattern,Need Manual Analysis
1327,903327,issue access helpline mywipro,Issue with accessing helpline from mywipro,issue,issue access,access helpline mywipro,issue access helpline mywipro,Need Manual Analysis
1328,703241,issue da,Issue with DA,issue,issue da,No Pattern,No Pattern,Need Manual Analysis
1329,820793,issue da,Issue with DA,issue,issue da,No Pattern,No Pattern,Need Manual Analysis
1330,740684,issue da,Issue with DA,issue,issue da,No Pattern,No Pattern,Need Manual Analysis
1331,703279,issue ie,Issue with IE,issue,issue ie,No Pattern,No Pattern,Need Manual Analysis
1332,796315,issue latency ir switch,Issue with latency between IR and UP switch,issue,ir switch,latency ir switch,issue latency ir switch,Need Manual Analysis
1333,812149,issue loop ip address,Issue with Loop back IP address,issue,ip address,loop ip address,issue loop ip address,Need Manual Analysis
1334,427389,issue loop ip address ne remove,Issue with Loop back IP address need to remove,issue,ip address,loop ip address,issue loop ip address,Need Manual Analysis
1335,16525,issue lync asking password,Issue with Lync keep on asking password,issue,issue lync,lync asking password,issue lync asking password,Need Manual Analysis
1336,739931,issue mywipro,issue with mywipro,issue,issue mywipro,No Pattern,No Pattern,Need Manual Analysis
1337,1074730,issue,Issue with O365,issue,No Pattern,No Pattern,No Pattern,Need Manual Analysis
1338,554808,issue proxy setting,Issue with proxy settings,issue,proxy setting,issue proxy setting,No Pattern,Need Manual Analysis
1339,848284,issue mcafee,Issue with the McAfee,issue,issue mcafee,No Pattern,No Pattern,Need Manual Analysis
1340,945906,issue voip,Issue with VOIP,issue,issue voip,No Pattern,No Pattern,Need Manual Analysis
1341,881939,issue sendreceive email office,issues in SEND/RECEIVE of the e-mails via Office365,issue,email office,issue sendreceive email,issue sendreceive email office,Need Manual Analysis
1342,1061686,issue sound website,Issues with sound on websites.,issue,sound website,issue sound website,No Pattern,Need Manual Analysis
1343,1066294,laptop,It is laptop call,laptop,No Pattern,No Pattern,No Pattern,Need Manual Analysis
1344,1161721,issue,IT Issue,issue,No Pattern,No Pattern,No Pattern,Need Manual Analysis
1345,743796,itac work slow -PRON- be ticket,ITAC working very slow #IM 74958 ticket #1139712,work,work slow,itac work slow,No Pattern,Need Manual Analysis
1346,767554,itl tranig vedio not work,ITL tranig vedio not working,not,not work,itl tranig vedio,tranig vedio not work,Need Manual Analysis
1347,1183831,itms issue,Itms issue,issue,itms issue,No Pattern,No Pattern,Need Manual Analysis
1348,832089,itms issue,ITMS issue,issue,itms issue,No Pattern,No Pattern,Need Manual Analysis
1349,927007,itms issue,ITMS issue,issue,itms issue,No Pattern,No Pattern,Need Manual Analysis
1350,857589,itms issue,ITMS ISSUE,issue,itms issue,No Pattern,No Pattern,Need Manual Analysis
1351,838844,itms issue,ITMS issue.,issue,itms issue,No Pattern,No Pattern,Need Manual Analysis
1352,749766,itms issue,ITMS issue.,issue,itms issue,No Pattern,No Pattern,Need Manual Analysis
1353,727980,itms login issue,ITMS LOGIN ISSUE,issue,login issue,itms login issue,No Pattern,Need Manual Analysis
1354,754866,itms not work,ITMS not working,not,not work,itms not work,No Pattern,Need Manual Analysis
1355,714439,itram,ITRAMS,itram,No Pattern,No Pattern,No Pattern,Need Manual Analysis
1356,1132252,not related wipro vdi,its not related to wipro VDI.,not,wipro vdi,related wipro vdi,not related wipro vdi,Need Manual Analysis
1357,1137579,pwbs,its to be done in PWBS,pwbs,No Pattern,No Pattern,No Pattern,Need Manual Analysis
1358,920099,japassword issue,ja245888=password issue,issue,japassword issue,No Pattern,No Pattern,Need Manual Analysis
1359,737772,ja password issue,JA742349= password issue,issue,password issue,ja password issue,No Pattern,Need Manual Analysis
1360,748697,japan secondary ipsi,Japan secondary IPSI has down,secondary,japan secondary,japan secondary ipsi,No Pattern,Need Manual Analysis
1361,727560,japatr password issue,Japatr= password issue,issue,password issue,japatr password issue,No Pattern,Need Manual Analysis
1362,1087710,java,Java,java,No Pattern,No Pattern,No Pattern,Need Manual Analysis
1363,1087785,java,java,java,No Pattern,No Pattern,No Pattern,Need Manual Analysis
1364,1087698,java error internet explorer,Java error on Internet Explorer.,internet,internet explorer,error internet explorer,java error internet explorer,Need Manual Analysis
1365,1087779,java installation,Java installation,installation,java installation,No Pattern,No Pattern,Need Manual Analysis
1366,573594,java issue,JAVA ISSUE,issue,java issue,No Pattern,No Pattern,Need Manual Analysis
1367,939254,java issue,java issue,issue,java issue,No Pattern,No Pattern,Need Manual Analysis
1368,1109356,java software installation,Java software installation,installation,software installation,java software installation,No Pattern,Need Manual Analysis
1369,959322,java update,Java update,update,java update,No Pattern,No Pattern,Need Manual Analysis
1370,954636,java update,java update,update,java update,No Pattern,No Pattern,Need Manual Analysis
1371,843066,javaadobe,Java/Adobe,javaadobe,No Pattern,No Pattern,No Pattern,Need Manual Analysis
1372,1087824,jc penney router not able login tacacs,JC Penney router not able to login through tacacs.,not,not able,not able login,penney router not able,Need Manual Analysis
1373,495594,jci tunnel,"JCI tunnel down,",tunnel,jci tunnel,No Pattern,No Pattern,Need Manual Analysis
1374,502139,outlook issue,jin.yunlong@wipro.com- outlook issue,issue,outlook issue,No Pattern,No Pattern,Need Manual Analysis
1375,502138,virus issue,jitendra.kanoujia@wipro.com-a.v virus issue,issue,virus issue,No Pattern,No Pattern,Need Manual Analysis
1376,1179634,jjacob password issue,jjacob3- password issue,issue,password issue,jjacob password issue,No Pattern,Need Manual Analysis
1377,848807,jopassword issue,JO302704=password issue,issue,jopassword issue,No Pattern,No Pattern,Need Manual Analysis
1378,1012915,jo direct access issue,JO305715= direct access issue,issue,direct access,direct access issue,jo direct access issue,Need Manual Analysis
1379,848821,john hancock,John Hancock,john,john hancock,No Pattern,No Pattern,Need Manual Analysis
1380,1108300,john have issue lanwlan,John having issue with LAN/WLAN,issue,have issue,have issue lanwlan,john have issue lanwlan,Need Manual Analysis
1381,1115834,join webe hyper quality tunnel issue,Joined the Webes call for hyper quality tunnel issue,issue,webe hyper,hyper quality tunnel,webe hyper quality tunnel,Need Manual Analysis
1382,999152,issue,jose.garcia2@wipro.com-PW ISSUE,issue,No Pattern,No Pattern,No Pattern,Need Manual Analysis
1383,393418,jpnokndc jpnoknhv,JPN-OKN-DC01 & JPN-OKN-HV01,jpnoknhv,jpnokndc jpnoknhv,No Pattern,No Pattern,Need Manual Analysis
1384,966221,jt new project ip segment require,JT - New project - IP segment required,ip,ip segment,ip segment require,jt new project ip,Need Manual Analysis
1385,896864,kpassword issue,K0050036-password issue,issue,kpassword issue,No Pattern,No Pattern,Need Manual Analysis
1386,917734,ior secondary link,K2 ior secondary link down,link,secondary link,ior secondary link,No Pattern,Need Manual Analysis
1387,398434,ka password issue otp request,ka241247- password issue = otp request,issue,password issue,password issue otp,ka password issue otp,Need Manual Analysis
1388,929350,ka mail deliver issue,KA290775- mail deliver issue,issue,deliver issue,mail deliver issue,ka mail deliver issue,Need Manual Analysis
1389,1006022,kalander laptop direct access issue itms issue transfer,Kalander It is laptop call Direct access issue & ITMS issue so i am transfering call to you...,issue,direct access,direct access issue,direct access issue itms,Need Manual Analysis
1390,943695,karthik resolve issue violate transfer close bin,Karthik i have resolved issue the call is violated from you so i am transfering back to you you can close the call in your bin,issue,resolve issue,resolve issue violate,resolve issue violate transfer,Need Manual Analysis
1391,1039232,kartik nanjundiah satyaprakash wipro not work exam module,Kartik Nanjundiah Satyaprakash- my wipro not working - exam module,not,not work,wipro not work,nanjundiah satyaprakash wipro not,Need Manual Analysis
1392,832463,katti wipro issue,Katti== my wipro issue,issue,wipro issue,katti wipro issue,No Pattern,Need Manual Analysis
1393,1131407,kavisha pw issue,kavisha- pw issue,issue,pw issue,kavisha pw issue,No Pattern,Need Manual Analysis
1394,1162633,kbuck pw issue,Kbucking= pw  issue,issue,pw issue,kbuck pw issue,No Pattern,Need Manual Analysis
1395,729896,kdc location,KDC- Location,location,kdc location,No Pattern,No Pattern,Need Manual Analysis
1396,1049692,kdc location alert,KDC location alerts,location,kdc location,kdc location alert,No Pattern,Need Manual Analysis
1397,924504,kdc location alert,Kdc Location alerts.,location,kdc location,kdc location alert,No Pattern,Need Manual Analysis
1398,955977,kdc odc mmchina conti user fanc outlook issue,"KDC ODC (MM-China , Conti )  users are fancing outlook issue .",issue,outlook issue,fanc outlook issue,user fanc outlook issue,Need Manual Analysis
1399,1171579,kdc outlook isue odc,KDC outlook isue in few odc,odc,outlook isue,outlook isue odc,kdc outlook isue odc,Need Manual Analysis
1400,552587,kdc ec latency high vrf,KDC to EC latency is too high via VRF 1,ec,latency high,latency high vrf,kdc ec latency high,Need Manual Analysis
1401,15027,kdctthfloorl,KDC-T2_4thFloor-L2,kdctthfloorl,No Pattern,No Pattern,No Pattern,Need Manual Analysis
1402,998168,detect communication link,"KENSINGTON-C6506-VSS-L3.wipro.com, has detected a Communication Link Down",link,communication link,detect communication link,No Pattern,Need Manual Analysis
1403,928244,keyboard not work,keyboard is not working,not,not work,keyboard not work,No Pattern,Need Manual Analysis
1404,896194,keyboard issue,keyboard issue,issue,keyboard issue,No Pattern,No Pattern,Need Manual Analysis
1405,494676,keyboard need replace,Keyboard needs to be replaced,need,need replace,keyboard need replace,No Pattern,Need Manual Analysis
1406,616308,keyboard not work,Keyboard not working,not,not work,keyboard not work,No Pattern,Need Manual Analysis
1407,859618,keyboard not work,Keyboard not working,not,not work,keyboard not work,No Pattern,Need Manual Analysis
1408,657695,keyboardtouch pad not work,"keyboard,touch pad is not working.",not,not work,keyboardtouch pad not,keyboardtouch pad not work,Need Manual Analysis
1409,1134460,keyboardtouch pad not work,"keyboard,touch pad is not working.",not,not work,keyboardtouch pad not,keyboardtouch pad not work,Need Manual Analysis
1410,773460,keypad not work,Keypad not working,not,not work,keypad not work,No Pattern,Need Manual Analysis
1411,680377,ki pw issue,KI278445= pw issue,issue,pw issue,ki pw issue,No Pattern,Need Manual Analysis
1412,713247,kick callifdsbridge open,Kick Off Call**IFDS**Bridge opened,open,callifdsbridge open,kick callifdsbridge open,No Pattern,Need Manual Analysis
1413,764823,kindlt piority,Kindlt take this on piority,piority,kindlt piority,No Pattern,No Pattern,Need Manual Analysis
1414,641409,kindly add mention url exist pdc packet shaper class refer trail levis class,Kindly add the below mentioned URL in the existing PDC Packet Shaper class( Refer trail for levis class name).,kindly,packet shaper,pdc packet shaper,pdc packet shaper class,Need Manual Analysis
1415,541726,kindly add user hostname mbam group asap,Kindly add user hostname in MBAM group asap.,user,mbam group,kindly add user,add user hostname mbam,Need Manual Analysis
1416,573846,kindly arrange noc chennai,Kindly arrange NOC chennai team,kindly,arrange noc,kindly arrange noc,kindly arrange noc chennai,Need Manual Analysis
1417,531452,kindly assist route concern,Kindly assist or route it to the concerned team,kindly,route concern,kindly assist route,kindly assist route concern,Need Manual Analysis
1418,531020,kindly block social medium site facebook youtube ip segment,"Kindly block the social media site (Facebook, YouTube) for the below IP segment.",ip,ip segment,medium site facebook,block social medium site,Need Manual Analysis
1419,696557,kindly user ist user,Kindly call the user after 08.30 am IST.. user is in US,user,kindly user,user ist user,kindly user ist user,Need Manual Analysis
1420,820142,kindly user priority,kindly call the user on priority.,user,kindly user,kindly user priority,No Pattern,Need Manual Analysis
1421,857443,kindly user indian time pm,kindly call this user indian time at 2.30 pm,user,kindly user,kindly user indian,kindly user indian time,Need Manual Analysis
1422,828603,kindly change vlan mention ip address,Kindly change the VLAN for the mentioned IP address : 10.207.41.115,ip,ip address,mention ip address,change vlan mention ip,Need Manual Analysis
1423,20943,kindly check needful,Kindly check and do the needful.,kindly,kindly check,kindly check needful,No Pattern,Need Manual Analysis
1424,1067499,kindly check ur user not respond ticket violate ur,kindly check from ur side because user is not responding and ticket is violated from ur side,not,kindly check,check ur user,respond ticket violate ur,Need Manual Analysis
1425,1113158,kindly check actachment,kindly check the actachment,kindly,kindly check,kindly check actachment,No Pattern,Need Manual Analysis
1426,470648,kindly check network backline,Kindly Check the network in backline,kindly,kindly check,kindly check network,kindly check network backline,Need Manual Analysis
1427,647460,kindly check network backline,Kindly Check the network in backline,kindly,kindly check,kindly check network,kindly check network backline,Need Manual Analysis
1428,668188,kindly check network backline,Kindly Check the network in backline,kindly,kindly check,kindly check network,kindly check network backline,Need Manual Analysis
1429,1073016,kindly check vpn connectivity destination source,Kindly check the vpn connectivity towards the destination 91.68.210.70  from the source 10.207.31.11,kindly,kindly check,connectivity destination source,check vpn connectivity destination,Need Manual Analysis
1430,20769,kindly check user face browser issue not,Kindly check whether user is facing browser issue or not,issue,kindly check,kindly check user,user face browser issue,Need Manual Analysis
1431,787568,kindly check user face browser issue not,Kindly check whether user is facing browser issue or not,issue,kindly check,kindly check user,user face browser issue,Need Manual Analysis
1432,631440,kindly co ordinate user want fetch backup mail server,Kindly co ordinate with the user. She wants to fetch a backup of the mails from the server..,user,user want,fetch backup mail,ordinate user want fetch,Need Manual Analysis
1433,1171411,kindly config laptop asset,Kindly config the laptop with asset 156011353,laptop,laptop asset,kindly config laptop,kindly config laptop asset,Need Manual Analysis
1434,512306,kindly config laptop asset,Kindly config the laptop with asset no 156017138,laptop,laptop asset,kindly config laptop,kindly config laptop asset,Need Manual Analysis
1435,788931,kindly config laptop asset,Kindly config the laptop with asset no 156034738,laptop,laptop asset,kindly config laptop,kindly config laptop asset,Need Manual Analysis
1436,818107,kindly configure snmp ip follwo ip address,Kindly configure SNMP IP's for the follwoing IP address.,ip,ip address,snmp ip follwo,kindly configure snmp ip,Need Manual Analysis
1437,741721,kindly configure snmp ip follwo ip address,Kindly configure SNMP IP's for the follwoing IP address.,ip,ip address,snmp ip follwo,kindly configure snmp ip,Need Manual Analysis
1438,18832,kindly create mb bandwidth class ec ps primary secondary bayer odc new implementation,Kindly create 1Mb bandwidth class in EC4 PS (Primary and Secondary ) for Bayer ODC (New implementation).,kindly,bandwidth class,bandwidth class ec,class ec ps primary,Need Manual Analysis
1439,15253,kindly create new ct odc bandwidth class pdc packet shaper detail,Kindly create a new CTS ODC bandwidth class in PDC2 packet shaper with below details.,kindly,packet shaper,new ct odc,create new ct odc,Need Manual Analysis
1440,731191,kindly create new mb bandwidth class eplus ss odc pdc primary secondary packet shaper respectively,Kindly create new 5Mb bandwidth class for E-Plus S2S ODC in PDC primary and secondary packet shaper respectively.,kindly,packet shaper,kindly create new,ss odc pdc primary,Need Manual Analysis
1441,1084801,kindly enable access give destination,Kindly enable the access for the below given destination,access,kindly enable,enable access give,kindly enable access give,likely automatable
1442,1067606,kindly find attached mail referrence,kindly find the attached mail for referrence,mail,kindly find,kindly find attached,kindly find attached mail,Need Manual Analysis
1443,944288,kindly find cubicle detail request change vlan cubicle,Kindly find the cubicle details below & request you to change the VLAN for the below cubicles.,kindly,change vlan,change vlan cubicle,kindly find cubicle detail,Need Manual Analysis
1444,17080,kindly mat laptop,Kindly for mat the laptop,laptop,kindly mat,kindly mat laptop,No Pattern,Need Manual Analysis
1445,972093,kindly access ec communication room access radware lan cable trace,Kindly give access for EC2 communication room Access for radware Lan cable tracing  ..,access,access ec,lan cable trace,access ec communication room,likely automatable
1446,1070038,kindly free vlan -PRON- would ip segment coop norge project sjp location,Kindly give one free vlan id and /26 IP segment for Coop Norge project at SJP2 location.,ip,ip segment,project sjp location,would ip segment coop,Need Manual Analysis
1447,950351,kindly help get february month utilization report circuit -PRON- would,Kindly help us in getting  February   month utilization report for the below circuit ID. Thanks!,help,utilization report,kindly help get,month utilization report circuit,Need Manual Analysis
1448,535842,kindly help get january month utilization report circuit -PRON- would,Kindly help us in getting  January  month utilization report for the below circuit ID. Thanks!,help,utilization report,kindly help get,month utilization report circuit,Need Manual Analysis
1449,978087,kindly let know mention ip address exaclty locate ip address,Kindly let us know where the below mentioned IP address is exaclty located  IP address : 10.208.63.144,ip,ip address,mention ip address,kindly let know mention,Need Manual Analysis
1450,1176022,kindly log ticket isp share moth utilization report find detail needful early project nmg location chennai ckt -PRON- would chennai primary ww chennai secondary,Kindly log a ticket with ISP to share a last 6 moth utilization report. Please find the below details and do the needful at the earliest.   Project Name: NMG   Location: Chennai   CKT ID:  Chennai Primary: W0W45764                 Chennai Secondary:,kindly,utilization report,moth utilization report,share moth utilization report,Need Manual Analysis
1451,920622,kindly map ip printer mac address bbdec ip mac address ceebd ip,kindly map the below ip for the printer    MAC Address - 3863BB04DE7C  IP- 10.201.32.13   MAC Address - 00:C0:EE:B1:51:D2  IP-10.201.32.12,ip,mac address,ip printer mac,address bbdec ip mac,Need Manual Analysis
1452,795156,kindly omit ip dhcp scope need setup detail,"Kindly Omit the last 5 IPs(10.222.187.186-10.222.187.190) from DHCP Scope, Since it’s need for Telecommunicating setup. Below are the details",need,dhcp scope,scope need setup,scope need setup detail,Need Manual Analysis
1453,17221,kindly open port,Kindly open the ports,port,open port,kindly open port,No Pattern,Need Manual Analysis
1454,1012374,kindly provide free port,Kindly provide four free ports,port,kindly provide,provide free port,kindly provide free port,Need Manual Analysis
1455,1003307,kindly provide ip address give range,Kindly provide one each IP address in the below given ranges,ip,ip address,ip address give,provide ip address give,Need Manual Analysis
1456,999502,kindly provide pool ip requirement raise cmr,Kindly provide pool IP for the below requirement to raise the CMR for the same.,ip,kindly provide,ip requirement raise,pool ip requirement raise,Need Manual Analysis
1457,923075,kindly provide log check cpu utilization device ip,kindly provide the below logs to check the CPU utilization for the device ip 10.142.1.101,ip,kindly provide,cpu utilization device,check cpu utilization device,Need Manual Analysis
1458,1133326,kindly provide console michelin vpn firewall reboot system,Kindly provide the console for the Michelin VPN firewall to reboot the system,kindly,kindly provide,kindly provide console,console michelin vpn firewall,Need Manual Analysis
1459,811397,kindly provide week utilization report zna csssl vpn,Kindly provide the last week utilization report for ZNA C2S-SSL VPN,kindly,utilization report,report zna csssl,utilization report zna csssl,Need Manual Analysis
1460,1004640,kindly provide utilization report week,Kindly provide the utilization report for week,kindly,utilization report,provide utilization report,kindly provide utilization report,Need Manual Analysis
1461,626200,kindly provide weekly bandwidth utilization report avago ss,Kindly provide the Weekly bandwidth Utilization Report for Avago S2S,kindly,utilization report,bandwidth utilization report,utilization report avago ss,Need Manual Analysis
1462,881751,kindly reach yser user sit tower nd floor wing,"kindly reach the yser. user sits in tower 8, 2nd floor, c wing",user,tower nd,tower nd floor,tower nd floor wing,Need Manual Analysis
1463,692516,kindly release asset,Kindly release the asset from my name,kindly,release asset,kindly release asset,No Pattern,Need Manual Analysis
1464,928581,kindly route ckts ip hop mention not advertise bgp,"Kindly route below CKT’s for IP : 10.154.50.130/32 towards next hop mentioned below, do not advertise the same in BGP.",not,mention not,kindly route ckts,mention not advertise bgp,Need Manual Analysis
1465,1135777,kindly share week bandwidth utilization report target ss vpn,Kindly share  last week  bandwidth utilization report for Target S2S VPN.,kindly,utilization report,bandwidth utilization report,week bandwidth utilization report,Need Manual Analysis
1466,1019803,kindly share moth utilization report,Kindly share a last 6 moth utilization report,kindly,utilization report,share moth utilization,share moth utilization report,Need Manual Analysis
1467,1155980,kindly share location ip,Kindly share location IP 10.206.48.215,ip,kindly share,share location ip,kindly share location ip,Need Manual Analysis
1468,534389,kindly share ip segment,Kindly share one /30 IP segment,ip,kindly share,kindly share ip,kindly share ip segment,Need Manual Analysis
1469,19289,kindly share bandwidth utilization report month kindly update priority customer requirement finalize implementation new link,"Kindly share the Bandwidth Utilization report for the last 6 months. Kindly update on priority, as it is a Customer requirement to finalize on the implementation of new link.",kindly,utilization report,bandwidth utilization report,bandwidth utilization report month,Need Manual Analysis
1470,398104,kindly share citi monthly utilization report feb,Kindly share the CITI monthly utilization report for Feb 2015,kindly,utilization report,monthly utilization report,monthly utilization report feb,Need Manual Analysis
1471,480533,kindly share ip detail asap,Kindly share the IP 203.91.219.150 detail ASAP...,ip,kindly share,kindly share ip,kindly share ip detail,Need Manual Analysis
1472,820083,kindly share ip location detail,Kindly share the Ip location and details,ip,kindly share,kindly share ip,kindly share ip location,Need Manual Analysis
1473,509268,kindly share mention source ip belong location,Kindly share the mentioned Source Ip 10.200.221.45 belongs to which location.,ip,kindly share,source ip belong,kindly share mention source,Need Manual Analysis
1474,599729,kindly share mention source ip belong location,Kindly share the mentioned Source Ip 10.200.81.151 belongs to which location.,ip,kindly share,source ip belong,kindly share mention source,Need Manual Analysis
1475,696116,kindly share mention source ip belong location,Kindly share the mentioned Source Ip 10.201.39.203 belongs to which location.,ip,kindly share,source ip belong,kindly share mention source,Need Manual Analysis
1476,701556,kindly share mention source ip belong location,Kindly share the mentioned Source Ip 10.207.10.221 belongs to which location.,ip,kindly share,source ip belong,kindly share mention source,Need Manual Analysis
1477,1028561,kindly share mention source ip belong location,Kindly share the mentioned Source Ip 10.207.10.25 belongs to which location.,ip,kindly share,source ip belong,kindly share mention source,Need Manual Analysis
1478,21334,kindly share monthly capacity dashboard feb,Kindly share the monthly capacity dashboard for feb 2015,kindly,kindly share,kindly share monthly,monthly capacity dashboard feb,Need Manual Analysis
1479,762752,kindly share read location week utilization report,Kindly share the Reading location last one week utilization report.,kindly,utilization report,week utilization report,location week utilization report,Need Manual Analysis
1480,1059498,kindly share run configuration router asap,Kindly share the running configuration of below router ASAP.,kindly,kindly share,configuration router asap,share run configuration router,Need Manual Analysis
1481,815902,kindly share utilization report ciena odc week asap vrf vrf location chennai ec odc ciena,"Kindly share the utilization report for the CIENA ODC for last 1 week ASAP.   VRF :- VRF 182 Location :-  Chennai, EC ODC : CIENA",kindly,utilization report,share utilization report,kindly share utilization report,Need Manual Analysis
1482,1000764,kindly share utilization report feburary month,Kindly share the utilization report WIPRO_LTD-SNGPR-15Mb-65000032312586-L3VPN For feburary month.,kindly,utilization report,kindly share utilization,kindly share utilization report,Need Manual Analysis
1483,1166525,kindly share bandwidth report current month march circuit -PRON- would host,"Kindly share us the Bandwidth report for current month of March 2015  for below Circuit Id.     HOST NAME: INWILAHYD0010R,INWILAHYD0011R",kindly,kindly share,kindly share bandwidth,bandwidth report current month,Need Manual Analysis
1484,841331,kindly share bandwidth report current month march circuit -PRON- would host,"Kindly share us the Bandwidth report for current month of March 2015  for below Circuit Id.  HOST NAME: INWILAHYD0010R,INWILAHYD0011R",kindly,kindly share,kindly share bandwidth,bandwidth report current month,Need Manual Analysis
1485,1128145,kindly care priority,kindly take care on priority,kindly,kindly care,kindly care priority,No Pattern,Need Manual Analysis
